Shipment_ID,Origin,Destination,Distance_km,Shipment_Mode,Carrier,Quantity,Weight_kg,Volume_m3,Shipment_Value_INR,Weather_Conditions,Traffic_Conditions,Planned_Duration_Days,Actual_Duration_Days,Delay_Days,Status
SH1392,Mumbai,Kochi,6644,Ocean,SCI,1095,3012.01,6.891,4532919.29,Sunny,Moderate,13,13.64,0.64,On Time
SH1393,Delhi,Kochi,10468,Ocean,SCI,1601,7730.86,22.103,10530303.36,Stormy,Low,20,25.64,5.64,Delayed
SH1394,Hyderabad,Kochi,356,Road,CONCOR,2975,31464.24,78.08,115055200.63,Rainy,Low,1,2.01,1.01,Delayed
SH1395,Mumbai,Hyderabad,7510,Ocean,TCI,7917,94487.8,408.234,94980802.98,Sunny,Low,15,15.29,0.29,On Time
SH1396,Delhi,Kochi,4228,Ocean,CONCOR,344,3396.43,7.43,5466458.58,Rainy,Low,10,18.6,8.6,Delayed
SH1397,Hyderabad,Kochi,1291,Road,Blue Dart,8293,86442.98,355.037,385725684.8,Stormy,Low,3,4.68,1.68,Delayed
SH1398,Kochi,Kolkata,9103,Air,CONCOR,290,601.96,1.78,5594926.36,Sunny,Low,7,6.75,-0.25,On Time
SH1399,Chennai,Hyderabad,1722,Road,Blue Dart,2651,4581.48,9.472,14661668.05,Sunny,Low,4,2.7,-1.3,On Time
SH1400,Hyderabad,Ahmedabad,4133,Air,CONCOR,1960,3771.49,21.59,54181241.94,Sunny,High,3,3.49,0.49,On Time
SH1401,Kolkata,Chennai,1903,Road,Gati,2945,5386.17,12.165,23572903.33,Sunny,High,5,7.86,2.86,Delayed
SH1402,Bengaluru,Ahmedabad,11329,Ocean,SCI,5375,36347.83,176.482,55999176.27,Sunny,Low,22,22.93,0.93,On Time
SH1403,Kolkata,Delhi,6129,Air,CONCOR,8131,24684.5,114.765,361769454.35,Sunny,Low,5,5.61,0.61,On Time
SH1404,Mumbai,Ahmedabad,1366,Rail,CONCOR,3190,6774.89,16.238,14838321.28,Foggy,Low,3,5.46,2.46,Delayed
SH1405,Ahmedabad,Hyderabad,5728,Air,CONCOR,7531,57932.1,133.825,491453000.96,Sunny,Low,4,3.46,-0.54,On Time
SH1406,Ahmedabad,Mumbai,7321,Air,TCI,6319,20733.52,69.32,306321150.3,Rainy,Moderate,6,8.64,2.64,Delayed
SH1407,Kolkata,Delhi,7593,Air,Gati,8371,40595.85,122.627,442159924.9,Sunny,Moderate,6,9.12,3.12,Delayed
SH1408,Chennai,Mumbai,3023,Rail,CONCOR,3238,16022.54,89.912,36171458.76,Sunny,Low,7,6.67,-0.33,On Time
SH1409,Mumbai,Hyderabad,316,Road,Gati,2465,17718.39,44.28,65185672.59,Sunny,Low,1,1.08,0.08,On Time
SH1410,Delhi,Bengaluru,1777,Road,TCI,2198,16249.35,73.712,87876968.93,Sunny,Low,5,6.74,1.74,Delayed
SH1411,Ahmedabad,Kolkata,10246,Air,CONCOR,8000,23925.29,52.535,205991082.7,Sunny,Moderate,8,8.23,0.23,On Time
SH1412,Mumbai,Kolkata,1354,Road,Gati,836,5887.94,14.128,30613779.49,Sunny,Moderate,3,4.58,1.58,Delayed
SH1413,Bengaluru,Kochi,3149,Rail,TCI,7105,6908.08,16.821,19207372.7,Sunny,Low,7,7.12,0.12,On Time
SH1414,Kochi,Mumbai,8582,Ocean,TCI,6081,36628.2,95.987,41905072.06,Sunny,Moderate,17,17.36,0.36,On Time
SH1415,Chennai,Hyderabad,6506,Ocean,Gati,447,4364.7,17.124,7717509.95,Rainy,Moderate,13,14.13,1.13,Delayed
SH1416,Bengaluru,Chennai,14151,Ocean,Gati,1530,7063.33,26.476,9081065.03,Sunny,Moderate,28,28.09,0.09,On Time
SH1417,Kochi,Mumbai,277,Road,CONCOR,2771,31235.63,94.514,136271550.74,Sunny,Low,1,1.56,0.56,On Time
SH1418,Kolkata,Chennai,3922,Rail,CONCOR,1847,5320.15,11.876,11424818.19,Sunny,Moderate,9,9.89,0.89,On Time
SH1419,Bengaluru,Hyderabad,9085,Air,Blue Dart,4550,41414.94,93.533,535509569.64,Foggy,Moderate,7,8.83,1.83,Delayed
SH1420,Delhi,Hyderabad,6309,Air,Gati,3290,32731.81,176.468,443294718.11,Stormy,Moderate,5,7.85,2.85,Delayed
SH1421,Mumbai,Hyderabad,4018,Ocean,Gati,3133,29028.62,81.29,32549780.14,Rainy,Moderate,10,11.71,1.71,Delayed
SH1422,Kochi,Mumbai,4739,Ocean,Gati,9377,24721.85,137.544,32792216.47,Rainy,Moderate,10,11.15,1.15,Delayed
SH1423,Kochi,Ahmedabad,9413,Ocean,SCI,2653,27327.07,166.297,27373957.72,Rainy,Low,18,19.33,1.33,Delayed
SH1424,Bengaluru,Kochi,2205,Rail,Blue Dart,8169,74556.52,240.593,259450565.28,Sunny,Low,5,4.49,-0.51,On Time
SH1425,Delhi,Kolkata,6838,Ocean,Gati,6250,6915.97,15.649,7324683.95,Sunny,Moderate,13,13.66,0.66,On Time
SH1426,Delhi,Ahmedabad,11393,Ocean,TCI,3924,40806.41,150.483,61584257.65,Sunny,Moderate,22,22.15,0.15,On Time
SH1427,Mumbai,Chennai,1441,Road,TCI,992,3742.72,11.307,19822060.53,Rainy,Low,4,4.4,0.4,On Time
SH1428,Chennai,Kochi,7887,Air,Gati,1977,4897.02,14.337,44818462.84,Sunny,Low,6,5.62,-0.38,On Time
SH1429,Ahmedabad,Chennai,1331,Road,TCI,6787,32817.46,90.876,106723757.62,Rainy,High,3,5.75,2.75,Delayed
SH1430,Kochi,Bengaluru,743,Road,SCI,9662,76908.11,165.487,361354605.75,Sunny,Low,2,2.98,0.98,On Time
SH1431,Ahmedabad,Kochi,4876,Air,Blue Dart,6204,52744.19,109.776,789505423.25,Sunny,Low,4,4.26,0.26,On Time
SH1432,Ahmedabad,Hyderabad,10311,Air,SCI,8496,45821.6,131.711,373311552.51,Sunny,Moderate,8,9.03,1.03,Delayed
SH1433,Hyderabad,Chennai,396,Road,Gati,927,2456.28,8.031,10656318.0,Stormy,Low,1,3.0,2.0,Delayed
SH1434,Bengaluru,Delhi,5223,Ocean,SCI,9009,107850.87,668.395,124879886.97,Sunny,Low,10,10.1,0.1,On Time
SH1435,Delhi,Hyderabad,1372,Rail,SCI,4803,43323.04,127.458,136197981.45,Sunny,Moderate,3,3.34,0.34,On Time
SH1436,Ahmedabad,Hyderabad,14921,Ocean,TCI,7845,30981.38,98.04,34114739.45,Sunny,Low,29,36.16,7.16,Delayed
SH1437,Hyderabad,Chennai,1768,Rail,TCI,2312,1351.5,3.447,4267166.78,Sunny,Low,4,4.9,0.9,On Time
SH1438,Kochi,Kolkata,8022,Ocean,Blue Dart,6667,47961.11,111.737,80865673.3,Sunny,Moderate,16,15.32,-0.68,On Time
SH1439,Ahmedabad,Hyderabad,11211,Ocean,Gati,3367,23277.48,137.644,41348961.66,Rainy,Low,22,23.05,1.05,Delayed
SH1440,Hyderabad,Bengaluru,7157,Air,TCI,917,8002.55,16.31,75302753.28,Sunny,Low,5,4.41,-0.59,On Time
SH1441,Ahmedabad,Hyderabad,5381,Ocean,CONCOR,1517,13068.31,39.298,13913881.76,Foggy,Moderate,10,14.83,4.83,Delayed
SH1442,Delhi,Mumbai,6516,Air,CONCOR,3605,25098.93,132.674,307877069.33,Rainy,Moderate,5,7.13,2.13,Delayed
SH1443,Ahmedabad,Mumbai,12283,Ocean,TCI,5061,34384.46,74.481,40597233.07,Sunny,Low,24,24.41,0.41,On Time
SH1444,Chennai,Delhi,1610,Road,Gati,4422,22158.96,72.263,110391587.76,Sunny,Low,4,4.06,0.06,On Time
SH1445,Kochi,Ahmedabad,12564,Ocean,SCI,5666,62101.33,408.12,101906673.84,Foggy,Low,25,26.89,1.89,Delayed
SH1446,Kolkata,Delhi,11449,Air,TCI,9794,28903.41,63.732,424617165.24,Sunny,High,9,9.36,0.36,On Time
SH1447,Kochi,Bengaluru,14153,Ocean,Blue Dart,772,5813.49,20.774,9351626.77,Sunny,Low,28,27.63,-0.37,On Time
SH1448,Kolkata,Delhi,1119,Road,TCI,2094,13421.42,31.298,52867387.66,Rainy,Low,3,4.37,1.37,Delayed
SH1449,Kochi,Bengaluru,10194,Air,TCI,6723,53951.97,118.476,523821446.76,Sunny,High,8,8.19,0.19,On Time
SH1450,Kolkata,Mumbai,9654,Air,Blue Dart,6906,22830.86,46.75,335772743.83,Sunny,Low,8,7.67,-0.33,On Time
SH1451,Kolkata,Mumbai,13365,Ocean,TCI,3432,3661.56,12.839,4602272.54,Sunny,Moderate,26,26.65,0.65,On Time
SH1452,Delhi,Kolkata,9003,Ocean,Gati,6656,47459.06,96.038,55192279.62,Rainy,Moderate,18,25.66,7.66,Delayed
SH1453,Delhi,Chennai,6603,Ocean,Gati,8227,33411.43,69.863,51079448.29,Sunny,Low,13,12.77,-0.23,On Time
SH1454,Mumbai,Ahmedabad,7209,Ocean,Blue Dart,5221,15431.93,52.507,23940891.76,Sunny,Low,14,13.38,-0.62,On Time
SH1455,Kochi,Bengaluru,7127,Ocean,TCI,3445,31301.05,202.716,46994381.37,Sunny,Low,14,14.77,0.77,On Time
SH1456,Delhi,Mumbai,265,Road,TCI,2631,10516.34,24.227,40191541.16,Sunny,Moderate,1,2.7,1.7,Delayed
SH1457,Kochi,Mumbai,9183,Air,SCI,5716,34044.5,127.593,410413102.0,Stormy,Moderate,7,12.93,5.93,Delayed
SH1458,Kochi,Ahmedabad,8934,Ocean,SCI,5235,58584.73,302.584,88350448.82,Sunny,Moderate,17,17.4,0.4,On Time
SH1459,Hyderabad,Bengaluru,8845,Ocean,Gati,4145,38669.92,203.646,58039013.19,Stormy,Moderate,17,20.77,3.77,Delayed
SH1460,Ahmedabad,Hyderabad,8285,Air,SCI,7695,48021.76,189.22,473292484.71,Sunny,High,6,6.7,0.7,On Time
SH1461,Delhi,Hyderabad,5932,Ocean,Blue Dart,3585,6191.96,16.409,10458963.92,Stormy,Moderate,11,15.8,4.8,Delayed
SH1462,Kochi,Ahmedabad,3564,Air,CONCOR,2550,28927.97,79.553,400502438.34,Rainy,Low,2,2.74,0.74,On Time
SH1463,Kolkata,Kochi,10207,Ocean,SCI,2469,19810.11,39.67,20265076.29,Sunny,Moderate,20,21.21,1.21,Delayed
SH1464,Delhi,Chennai,7433,Air,CONCOR,8688,17167.7,45.469,255410331.67,Foggy,Moderate,6,7.57,1.57,Delayed
SH1465,Kochi,Mumbai,4211,Air,SCI,3235,13211.77,39.573,111803092.7,Foggy,Low,3,6.23,3.23,Delayed
SH1466,Bengaluru,Hyderabad,3102,Rail,TCI,9849,43779.74,114.18,95414707.67,Sunny,Low,7,7.4,0.4,On Time
SH1467,Delhi,Kochi,3961,Rail,Gati,8236,17115.33,35.793,44771604.92,Sunny,Moderate,9,9.75,0.75,On Time
SH1468,Kochi,Kolkata,3700,Rail,TCI,2361,24089.0,79.419,62611929.24,Rainy,Low,9,10.02,1.02,Delayed
SH1469,Kolkata,Bengaluru,3838,Air,Blue Dart,3865,7482.66,22.41,65596290.09,Sunny,High,3,2.87,-0.13,On Time
SH1470,Mumbai,Ahmedabad,1825,Road,SCI,1890,14543.5,41.169,72904821.43,Rainy,Low,5,6.88,1.88,Delayed
SH1471,Mumbai,Ahmedabad,1747,Rail,Blue Dart,9959,42610.2,118.103,109255473.55,Stormy,Low,4,6.23,2.23,Delayed
SH1472,Delhi,Hyderabad,3251,Rail,TCI,6770,4877.32,16.193,10036398.64,Foggy,Low,8,9.73,1.73,Delayed
SH1473,Kochi,Chennai,5892,Air,Blue Dart,5627,51927.27,159.67,746843745.98,Sunny,Moderate,4,4.04,0.04,On Time
SH1474,Kochi,Ahmedabad,2602,Rail,Blue Dart,8064,49788.56,106.143,180434995.55,Sunny,Low,6,4.87,-1.13,On Time
SH1475,Mumbai,Kolkata,3175,Air,Gati,6064,14799.91,30.271,165317720.16,Foggy,Moderate,2,3.71,1.71,Delayed
SH1476,Kochi,Bengaluru,5040,Air,Blue Dart,9857,52871.48,123.401,475297916.2,Sunny,Moderate,4,4.37,0.37,On Time
SH1477,Hyderabad,Mumbai,3231,Rail,TCI,1632,5810.19,35.503,16252508.09,Stormy,Moderate,8,11.43,3.43,Delayed
SH1478,Bengaluru,Mumbai,1037,Rail,CONCOR,8082,95645.69,245.033,232067611.14,Stormy,Low,3,5.65,2.65,Delayed
SH1479,Kolkata,Bengaluru,11926,Ocean,TCI,8747,98543.97,205.616,109070068.76,Stormy,Moderate,23,31.13,8.13,Delayed
SH1480,Mumbai,Bengaluru,3309,Rail,Blue Dart,6583,57752.42,361.308,153437344.65,Rainy,Low,8,9.37,1.37,Delayed
SH1481,Chennai,Mumbai,12511,Ocean,SCI,9797,97247.82,194.584,110629338.76,Sunny,Moderate,25,24.99,-0.01,On Time
SH1482,Bengaluru,Chennai,1597,Road,SCI,9168,40885.08,238.235,204154399.46,Rainy,Low,4,5.55,1.55,Delayed
SH1483,Mumbai,Kolkata,8675,Ocean,Blue Dart,1214,13257.08,66.885,13332009.39,Sunny,Low,17,16.29,-0.71,On Time
SH1484,Ahmedabad,Chennai,551,Road,Gati,8062,82183.0,268.519,404737509.54,Rainy,Low,1,1.65,0.65,On Time
SH1485,Hyderabad,Kochi,8492,Ocean,CONCOR,2123,16562.99,36.755,20697224.06,Sunny,High,16,16.3,0.3,On Time
SH1486,Kolkata,Mumbai,11129,Ocean,Gati,8838,68122.08,425.549,102232476.72,Sunny,Moderate,22,22.31,0.31,On Time
SH1487,Delhi,Mumbai,1338,Road,TCI,4426,36027.21,133.344,111353038.31,Rainy,High,3,5.84,2.84,Delayed
SH1488,Chennai,Mumbai,10867,Air,Blue Dart,8018,44828.46,110.34,431748831.72,Stormy,Moderate,9,12.09,3.09,Delayed
SH1489,Delhi,Bengaluru,14912,Ocean,CONCOR,6034,36872.88,166.477,54812063.7,Sunny,High,29,29.41,0.41,On Time
SH1490,Mumbai,Delhi,5392,Ocean,Gati,727,369.75,1.033,578369.48,Rainy,Low,10,10.75,0.75,On Time
SH1491,Delhi,Ahmedabad,1501,Road,CONCOR,5832,33533.14,165.757,184889259.89,Sunny,Low,4,4.83,0.83,On Time
SH1492,Ahmedabad,Kolkata,6123,Air,Gati,7114,79361.88,199.078,867620969.95,Rainy,Low,5,6.91,1.91,Delayed
SH1493,Chennai,Mumbai,1595,Road,TCI,4278,49588.93,197.327,214016028.77,Foggy,Low,4,4.7,0.7,On Time
SH1494,Kolkata,Bengaluru,5316,Ocean,SCI,3220,21358.41,42.837,34866541.23,Stormy,Moderate,10,12.66,2.66,Delayed
SH1495,Mumbai,Chennai,5238,Ocean,Gati,1956,10154.15,20.593,15293120.59,Rainy,Low,10,11.05,1.05,Delayed
SH1496,Delhi,Mumbai,1972,Rail,Blue Dart,1478,15087.63,75.91,43911121.06,Sunny,Low,4,4.3,0.3,On Time
SH1497,Delhi,Hyderabad,8326,Ocean,TCI,5107,14353.12,33.241,24028728.96,Sunny,High,16,20.7,4.7,Delayed
SH1498,Kochi,Ahmedabad,7677,Ocean,SCI,6413,42770.92,131.231,50321442.27,Rainy,Low,15,16.34,1.34,Delayed
SH1499,Bengaluru,Hyderabad,837,Rail,TCI,9802,61625.51,147.499,175587028.68,Sunny,Moderate,3,3.67,0.67,On Time
SH1500,Bengaluru,Kolkata,1720,Rail,Blue Dart,2468,19485.36,46.74,58916492.12,Sunny,Low,4,3.84,-0.16,On Time
SH1501,Kolkata,Ahmedabad,5781,Ocean,Blue Dart,6393,41491.5,107.982,68237450.32,Sunny,Low,11,18.07,7.07,Delayed
SH1502,Kochi,Bengaluru,7243,Ocean,Blue Dart,5145,45172.91,243.641,67011112.97,Sunny,Moderate,14,13.07,-0.93,On Time
SH1503,Mumbai,Kolkata,1528,Road,Gati,3211,3249.06,12.934,13777387.25,Sunny,Moderate,4,5.32,1.32,Delayed
SH1504,Ahmedabad,Delhi,10956,Air,Blue Dart,2283,15205.75,52.804,211928898.35,Sunny,Moderate,9,8.84,-0.16,On Time
SH1505,Delhi,Mumbai,14165,Ocean,Blue Dart,9796,31747.64,74.197,43451265.53,Sunny,Low,28,27.85,-0.15,On Time
SH1506,Bengaluru,Kolkata,11385,Ocean,SCI,4367,17605.6,108.472,21680274.99,Rainy,Moderate,22,23.41,1.41,Delayed
SH1507,Mumbai,Delhi,9402,Ocean,TCI,9331,12887.58,33.701,14943800.77,Sunny,Low,18,18.59,0.59,On Time
SH1508,Bengaluru,Kochi,1142,Road,SCI,9386,26086.12,57.201,103763483.27,Rainy,Low,3,4.93,1.93,Delayed
SH1509,Kochi,Chennai,3495,Air,SCI,5872,68876.39,244.511,996159431.96,Rainy,Low,2,3.71,1.71,Delayed
SH1510,Kochi,Chennai,2933,Rail,CONCOR,5071,9162.94,60.533,34352374.0,Stormy,Moderate,7,9.43,2.43,Delayed
SH1511,Bengaluru,Hyderabad,1849,Road,CONCOR,3485,2465.06,13.266,10185437.04,Foggy,Moderate,5,7.1,2.1,Delayed
SH1512,Kochi,Mumbai,6345,Air,Gati,4031,24608.49,66.729,359857539.18,Rainy,Moderate,5,7.28,2.28,Delayed
SH1513,Hyderabad,Bengaluru,9123,Air,Gati,1224,5852.59,24.474,66852179.03,Sunny,High,7,9.16,2.16,Delayed
SH1514,Mumbai,Chennai,14794,Ocean,Gati,1591,10437.9,30.119,11518045.05,Sunny,Low,29,28.94,-0.06,On Time
SH1515,Kolkata,Kochi,8072,Air,CONCOR,5513,11355.16,56.502,146277408.6,Rainy,Moderate,6,7.52,1.52,Delayed
SH1516,Hyderabad,Delhi,1043,Road,Blue Dart,1436,1915.63,4.836,7874633.32,Foggy,Moderate,2,2.88,0.88,On Time
SH1517,Delhi,Hyderabad,11809,Air,SCI,6502,33232.75,121.844,445647265.8,Stormy,Low,9,12.46,3.46,Delayed
SH1518,Mumbai,Bengaluru,838,Road,TCI,6104,28794.41,153.955,135651321.5,Sunny,High,2,5.63,3.63,Delayed
SH1519,Kolkata,Bengaluru,14606,Ocean,Gati,6085,14180.05,51.761,18609399.78,Sunny,Moderate,29,28.17,-0.83,On Time
SH1520,Delhi,Kolkata,3368,Rail,CONCOR,259,633.47,2.938,1278639.86,Sunny,Moderate,8,8.63,0.63,On Time
SH1521,Delhi,Ahmedabad,11314,Ocean,TCI,262,2159.08,4.346,3673836.54,Sunny,Moderate,22,21.8,-0.2,On Time
SH1522,Delhi,Chennai,915,Road,CONCOR,6956,27721.44,74.245,110082354.64,Foggy,Low,2,4.4,2.4,Delayed
SH1523,Bengaluru,Kochi,11173,Ocean,TCI,5296,53007.56,152.791,84824684.78,Rainy,Low,22,23.99,1.99,Delayed
SH1524,Hyderabad,Delhi,7232,Air,CONCOR,1827,20909.24,79.836,294332877.37,Stormy,Low,6,9.05,3.05,Delayed
SH1525,Kochi,Ahmedabad,8656,Ocean,SCI,1292,846.79,3.057,1240470.41,Stormy,High,17,21.19,4.19,Delayed
SH1526,Bengaluru,Delhi,11280,Ocean,SCI,5374,38357.71,101.825,37767447.33,Rainy,Moderate,22,23.59,1.59,Delayed
SH1527,Kolkata,Mumbai,4469,Air,TCI,3672,19635.57,107.275,174362747.32,Sunny,Moderate,3,3.68,0.68,On Time
SH1528,Kolkata,Chennai,2238,Rail,CONCOR,2952,15656.37,89.17,38810829.88,Foggy,Moderate,5,6.69,1.69,Delayed
SH1529,Ahmedabad,Kochi,439,Road,Gati,8698,50181.85,104.381,242468780.81,Sunny,Moderate,1,1.5,0.5,On Time
SH1530,Bengaluru,Ahmedabad,14171,Ocean,CONCOR,1728,4128.38,12.652,6842258.84,Rainy,Low,28,30.0,2.0,Delayed
SH1531,Kochi,Mumbai,1612,Road,SCI,717,6049.31,16.09,32744144.33,Rainy,Moderate,4,6.77,2.77,Delayed
SH1532,Ahmedabad,Mumbai,4391,Ocean,Blue Dart,1125,10267.71,26.147,18401165.2,Sunny,Moderate,10,10.26,0.26,On Time
SH1533,Mumbai,Chennai,1337,Road,TCI,6721,7979.62,17.309,31242879.09,Sunny,Moderate,3,4.26,1.26,Delayed
SH1534,Delhi,Ahmedabad,7403,Ocean,Blue Dart,6272,17500.79,58.594,22468634.37,Foggy,Moderate,14,14.61,0.61,On Time
SH1535,Hyderabad,Kochi,7036,Air,Gati,3777,35196.97,144.309,427137409.07,Rainy,High,5,6.45,1.45,Delayed
SH1536,Kolkata,Kochi,4132,Ocean,Blue Dart,3435,6700.25,19.981,7945452.6,Sunny,Moderate,10,15.92,5.92,Delayed
SH1537,Kochi,Delhi,4963,Air,Gati,1016,1614.25,9.995,18554525.28,Rainy,Low,4,5.34,1.34,Delayed
SH1538,Kolkata,Mumbai,327,Road,TCI,9068,32486.5,74.851,103542817.99,Rainy,Low,1,3.19,2.19,Delayed
SH1539,Delhi,Chennai,1288,Rail,Gati,406,3107.16,9.165,10290373.15,Rainy,Moderate,3,5.08,2.08,Delayed
SH1540,Ahmedabad,Bengaluru,5739,Air,CONCOR,9560,22774.5,92.229,192685671.48,Rainy,Low,4,4.99,0.99,On Time
SH1541,Ahmedabad,Kochi,14844,Ocean,Blue Dart,1016,6051.51,39.426,6240339.7,Stormy,Moderate,29,34.82,5.82,Delayed
SH1542,Delhi,Bengaluru,4103,Air,Blue Dart,9661,8214.41,45.182,114859812.77,Rainy,Moderate,3,3.78,0.78,On Time
SH1543,Bengaluru,Mumbai,1646,Road,SCI,6998,83860.18,528.466,441251224.67,Sunny,High,4,7.4,3.4,Delayed
SH1544,Hyderabad,Kolkata,772,Road,Gati,664,6959.79,21.422,22293433.79,Rainy,Moderate,2,4.34,2.34,Delayed
SH1545,Mumbai,Delhi,992,Rail,CONCOR,3895,8417.17,27.622,21755720.54,Rainy,Moderate,3,3.47,0.47,On Time
SH1546,Hyderabad,Ahmedabad,4604,Ocean,TCI,7190,76474.41,213.749,112463637.19,Sunny,Moderate,10,10.36,0.36,On Time
SH1547,Hyderabad,Bengaluru,4665,Ocean,TCI,1129,12006.31,67.734,18654390.6,Foggy,Low,10,11.49,1.49,Delayed
SH1548,Mumbai,Chennai,1302,Road,TCI,3323,27232.89,92.753,116885331.06,Sunny,Low,3,3.29,0.29,On Time
SH1549,Kochi,Kolkata,13821,Ocean,CONCOR,4848,8974.96,37.678,15557518.05,Rainy,Moderate,27,29.02,2.02,Delayed
SH1550,Chennai,Delhi,5353,Ocean,CONCOR,5037,33616.33,70.357,40978842.28,Stormy,Moderate,10,16.28,6.28,Delayed
SH1551,Bengaluru,Ahmedabad,6098,Ocean,SCI,5111,31066.39,91.563,51179479.96,Sunny,High,12,12.92,0.92,On Time
SH1552,Delhi,Kolkata,2115,Rail,TCI,5970,66819.85,138.702,141743805.74,Sunny,Moderate,5,6.65,1.65,Delayed
SH1553,Ahmedabad,Kolkata,997,Rail,CONCOR,1129,4039.77,13.754,14432269.74,Stormy,Moderate,3,5.75,2.75,Delayed
SH1554,Delhi,Kolkata,12791,Ocean,Gati,6041,43700.32,131.465,47450367.93,Sunny,Moderate,25,25.67,0.67,On Time
SH1555,Bengaluru,Chennai,348,Road,TCI,839,4226.33,9.887,15986179.13,Rainy,High,1,4.34,3.34,Delayed
SH1556,Ahmedabad,Hyderabad,3511,Rail,Gati,471,3785.67,16.345,13297939.21,Sunny,Moderate,8,7.58,-0.42,On Time
SH1557,Chennai,Kolkata,6258,Air,Gati,4861,40277.93,93.425,480642117.93,Rainy,Moderate,5,5.32,0.32,On Time
SH1558,Delhi,Mumbai,12934,Ocean,TCI,2188,8712.24,28.034,14349835.19,Foggy,Moderate,25,26.79,1.79,Delayed
SH1559,Hyderabad,Mumbai,498,Road,Blue Dart,8887,13574.08,44.766,49596359.04,Sunny,Moderate,1,1.0,0.0,On Time
SH1560,Chennai,Kochi,13552,Ocean,Gati,2311,10121.32,55.797,17891430.51,Stormy,Moderate,27,29.5,2.5,Delayed
SH1561,Kolkata,Bengaluru,1625,Road,SCI,8073,91161.51,434.35,304591350.61,Rainy,High,4,8.34,4.34,Delayed
SH1562,Bengaluru,Delhi,3440,Air,SCI,9771,67572.43,263.432,581474457.96,Sunny,Moderate,2,2.1,0.1,On Time
SH1563,Chennai,Hyderabad,7264,Air,SCI,1515,17745.96,76.722,251443923.31,Sunny,Low,6,6.11,0.11,On Time
SH1564,Hyderabad,Kochi,1618,Rail,Gati,1174,6708.57,13.519,14059851.26,Sunny,Moderate,4,5.27,1.27,Delayed
SH1565,Delhi,Ahmedabad,579,Road,Blue Dart,2451,12790.22,47.987,43133532.8,Sunny,Moderate,1,1.0,0.0,On Time
SH1566,Kolkata,Ahmedabad,820,Road,CONCOR,3006,21546.29,58.272,86433081.65,Rainy,Moderate,2,4.61,2.61,Delayed
SH1567,Delhi,Bengaluru,4936,Air,CONCOR,3141,30739.92,93.708,257692732.62,Rainy,High,4,5.93,1.93,Delayed
SH1568,Kolkata,Mumbai,1809,Road,Gati,3251,3865.89,11.674,13031901.97,Foggy,Low,5,6.09,1.09,Delayed
SH1569,Delhi,Kochi,14386,Ocean,CONCOR,9404,21939.92,44.885,37920724.59,Sunny,Low,28,35.25,7.25,Delayed
SH1570,Chennai,Ahmedabad,11612,Ocean,SCI,6795,37148.69,130.285,57188627.36,Rainy,Low,23,23.97,0.97,On Time
SH1571,Mumbai,Chennai,1649,Road,Blue Dart,8213,32759.1,113.947,115242345.28,Rainy,High,4,5.57,1.57,Delayed
SH1572,Bengaluru,Kochi,8922,Ocean,Blue Dart,3233,8786.18,40.51,14108513.58,Sunny,Moderate,17,16.51,-0.49,On Time
SH1573,Delhi,Ahmedabad,1773,Road,TCI,2561,15501.3,40.71,68181164.68,Sunny,High,5,6.92,1.92,Delayed
SH1574,Mumbai,Kochi,6175,Air,Gati,9475,50695.08,220.03,476381694.11,Sunny,Moderate,5,5.31,0.31,On Time
SH1575,Hyderabad,Kochi,11844,Ocean,CONCOR,9541,28400.04,112.63,31385346.72,Sunny,High,23,23.38,0.38,On Time
SH1576,Ahmedabad,Bengaluru,1975,Road,CONCOR,8677,60805.98,166.39,191248356.69,Sunny,Moderate,5,5.25,0.25,On Time
SH1577,Bengaluru,Ahmedabad,7346,Ocean,CONCOR,7074,42192.63,161.632,67664119.65,Sunny,Low,14,14.74,0.74,On Time
SH1578,Mumbai,Kochi,3955,Rail,Blue Dart,3010,32043.57,159.06,103951417.76,Foggy,Moderate,9,10.46,1.46,Delayed
SH1579,Kolkata,Kochi,9108,Ocean,Blue Dart,2160,10397.47,31.687,12768059.99,Foggy,High,18,19.06,1.06,Delayed
SH1580,Ahmedabad,Bengaluru,1029,Road,TCI,795,5898.42,34.446,24416455.42,Rainy,Moderate,2,4.59,2.59,Delayed
SH1581,Kochi,Delhi,1024,Road,SCI,3176,3059.23,7.087,12302732.9,Stormy,High,2,5.99,3.99,Delayed
SH1582,Hyderabad,Kochi,694,Road,Blue Dart,8579,94224.31,347.733,442214414.06,Sunny,Low,1,1.0,0.0,On Time
SH1583,Mumbai,Bengaluru,6158,Ocean,SCI,3279,9491.61,39.936,15537393.14,Sunny,Low,12,12.91,0.91,On Time
SH1584,Bengaluru,Delhi,1122,Road,CONCOR,8049,73229.77,213.659,381722650.02,Foggy,Moderate,3,4.67,1.67,Delayed
SH1585,Kochi,Delhi,8243,Ocean,Blue Dart,9630,54177.35,122.396,64068633.95,Sunny,Moderate,16,15.52,-0.48,On Time
SH1586,Kolkata,Bengaluru,9439,Ocean,Blue Dart,6499,72954.22,256.817,114742251.0,Sunny,Low,18,17.74,-0.26,On Time
SH1587,Chennai,Kolkata,8725,Ocean,Gati,6337,61662.48,260.798,105792735.62,Foggy,High,17,18.9,1.9,Delayed
SH1588,Hyderabad,Bengaluru,8302,Air,CONCOR,1356,15094.56,45.382,122173379.77,Sunny,High,6,6.11,0.11,On Time
